artifact_role	scenario_id	source_commit	git_reproducible	provenance_status	relative_path	record_count	size_bytes	sha256	access_status	notes
hunt_input	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_committed_blob	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/evidence/processed/source-derived-validation-cases.csv	10	3550	c288be5c2f7a9d5c11e860f5d1ddbeaef8aa871f379b7c1212767a9ab598fad1	Read	Original processed hunt input; recorded SHA-256 verified against the listed reachable Git commit.
hunt_input	19	f66986388a0e17e712bfcbae1c814b86985e9ad8	true	verified_committed_blob	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/evidence/processed/regression-test-results.csv	37	4442	f879fc1dd907d3c24d41366ec354b2060c581f7fe14ea2dc36372616b1c7b4fe	Read	Original processed hunt input; recorded SHA-256 verified against the listed reachable Git commit.
hunt_input	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_committed_blob	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/evidence/processed/rule-requirement-matrix.csv	6	5644	d8c762df03415177fbf73ca3f6d007d7d85b1a1e0fecd0467ff08f379b972d5d	Read	Original processed hunt input; recorded SHA-256 verified against the listed reachable Git commit.
coverage_reference	17	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	07-cloud-identity-and-privilege-investigations/scenario-17-cloud-identity-and-mfa-anomaly-investigation/detections/kql/follow-on-activity-correlation.kql		1092	424e60d47a3b9aea536797d65e5017b3600c333b4271a855ee83a00a1e1065e0	Reviewed	HC-01 partial-coverage precision review
coverage_reference	13	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	05-endpoint-and-windows-investigations/scenario-13-lateral-movement-through-rdp-smb-or-remote-services/detections/microsoft-sentinel/smbexec_lateral_movement_correlation.kql		2598	46b74fd1e881b8b06cb824bf598152754b40a1da8b1d9c65eed597766ca44d65	Reviewed	HC-05 core SMBExec coverage review
coverage_reference	13	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	05-endpoint-and-windows-investigations/scenario-13-lateral-movement-through-rdp-smb-or-remote-services/detections/splunk/smbexec_lateral_movement_correlation.spl		1223	ad7515ac434f69549373bd9bd26a6f88ea3635bd29823d4b399546c7029c4cc6	Reviewed	HC-05 core SMBExec coverage review
coverage_reference	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/detections/specifications/r19-01-specification.yml		1555	8637e6e89ea72ea52cd7d50d547c21200ec5c22a1bc0f307ee24b59ea8d04df5	Reviewed	R19-01 MFA detection baseline
coverage_reference	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/detections/specifications/r19-03-specification.yml		1727	962b12a456d9b8f5452d49ac2be30cdf4ced94ade46552734df6110cd1d64fdc	Reviewed	HC-07 corrected SQLi baseline
coverage_reference	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/detections/specifications/r19-04-specification.yml		1709	78e55525bf4acafaffb8506afbd3b2377e63299624cfeab65f5ddfaf252a0e2a	Reviewed	HC-10 credential-to-sign-in baseline
coverage_reference	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/detections/specifications/r19-05-specification.yml		1507	f646c23134c1b3d32bb631417ea2e5a98c53c456f8a885571ba590df41c8cd86	Reviewed	HC-12 privilege-change baseline
coverage_reference	19	7f0f92b79a83f3ba48807fcfe04b31143eee989a	true	verified_coverage_reference	08-detection-engineering-and-threat-hunting/scenario-19-detection-rule-development-and-false-positive-tuning/detections/specifications/r19-06-specification.yml		1792	8ff07a3d00feba058b56e6ecf5ff9d49e3fc28c498f9baed22aabfc4d40ded27	Reviewed	HC-09 structured-DNS baseline
